4.11131900000000e+01,1.41937910000000e+01,2.91740000000000e+01
1.09081040000000e+01,1.97765620000000e+01,1.11093890000000e+01
1.25530780000000e+01,1.96136720000000e+01,1.29915540000000e+01
4.12312090000000e+01,2.38511470000000e+01,3.99651680000000e+01
3.81647190000000e+01,2.47721330000000e+01,4.65094380000000e+01
3.25391880000000e+01,2.33211860000000e+01,5.40077020000000e+01
4.35881460000000e+01,2.38214340000000e+01,3.96888280000000e+01
3.32923850000000e+01,2.59920600000000e+01,5.96907500000000e+01
2.10936580000000e+01,1.45765220000000e+01,2.04760190000000e+01
3.48105740000000e+01,2.19255430000000e+01,5.28348660000000e+01
3.35460700000000e+01,2.26229740000000e+01,4.65817340000000e+01
1.34796910000000e+01,1.78884870000000e+01,1.18600310000000e+01
2.61886200000000e+01,1.35379010000000e+01,2.59840260000000e+01
3.52704160000000e+01,2.58128110000000e+01,5.13707240000000e+01
3.38246120000000e+01,1.47018880000000e+01,3.20651860000000e+01
4.17599180000000e+01,2.03620720000000e+01,3.79284210000000e+01
3.43917050000000e+01,1.22287280000000e+01,3.01608850000000e+01
3.46428450000000e+01,2.24383450000000e+01,5.31302340000000e+01
4.62032010000000e+01,1.52831250000000e+01,3.18466950000000e+01
3.99325370000000e+01,1.34809170000000e+01,2.94269310000000e+01
3.39831660000000e+01,2.43035390000000e+01,5.44308240000000e+01
3.48396490000000e+01,2.48073330000000e+01,5.59765970000000e+01
2.32371160000000e+01,1.49441280000000e+01,2.84941600000000e+01
2.97395400000000e+01,2.52738320000000e+01,6.07477260000000e+01
1.31441540000000e+01,1.92047790000000e+01,1.22435350000000e+01
2.62369960000000e+01,2.73217470000000e+01,6.05380740000000e+01
3.38837970000000e+01,2.47352010000000e+01,5.57252500000000e+01
3.39865990000000e+01,1.46695470000000e+01,2.86796700000000e+01
4.44018590000000e+01,1.76612340000000e+01,3.40293050000000e+01
3.42624510000000e+01,2.27542840000000e+01,5.47217030000000e+01
1.72347970000000e+01,1.37790320000000e+01,2.53727380000000e+01
3.91197090000000e+01,2.60531370000000e+01,4.28127860000000e+01
3.28398740000000e+01,2.16699540000000e+01,5.27083590000000e+01
3.07453540000000e+01,2.62100090000000e+01,6.10235820000000e+01
2.71596010000000e+01,1.43026940000000e+01,3.05432660000000e+01
3.70136030000000e+01,1.29798750000000e+01,2.89437080000000e+01
3.34132120000000e+01,2.53931010000000e+01,5.89881060000000e+01
3.23263470000000e+01,2.25848920000000e+01,5.44786030000000e+01
4.50711060000000e+01,1.48535730000000e+01,3.37765160000000e+01
1.84530560000000e+01,1.61542340000000e+01,1.74509330000000e+01
2.41567970000000e+01,1.09731580000000e+01,2.90037770000000e+01
4.28419760000000e+01,1.67819350000000e+01,3.42991070000000e+01
4.29405520000000e+01,1.97512720000000e+01,3.20144620000000e+01
2.27051890000000e+01,1.37329020000000e+01,2.86935730000000e+01
4.52786030000000e+01,1.84567510000000e+01,3.16105770000000e+01
2.25978410000000e+01,1.47093190000000e+01,2.36334720000000e+01
3.71650280000000e+01,2.78310360000000e+01,4.71521220000000e+01
3.29890520000000e+01,2.14863070000000e+01,5.40337030000000e+01
2.92643990000000e+01,1.05830020000000e+01,3.02984850000000e+01
4.71737370000000e+01,1.79363960000000e+01,3.14021220000000e+01
1.57370850000000e+01,1.63021320000000e+01,1.51882770000000e+01
1.53346980000000e+01,1.53943230000000e+01,1.43659320000000e+01
1.46362170000000e+01,1.58829550000000e+01,1.39066510000000e+01
2.69423960000000e+01,2.71698890000000e+01,6.10065460000000e+01
3.56050640000000e+01,2.47677920000000e+01,5.00996170000000e+01
4.01094090000000e+01,2.30224570000000e+01,3.93901290000000e+01
3.34209290000000e+01,2.66717800000000e+01,5.91238860000000e+01
1.12960780000000e+01,1.94371050000000e+01,1.20173440000000e+01
3.67179790000000e+01,1.35925250000000e+01,2.90980530000000e+01
3.95513150000000e+01,2.61454160000000e+01,4.21296460000000e+01
1.64602170000000e+01,2.08436720000000e+01,1.60026320000000e+01
