0, 2324
1, 2298
2, 2237
3, 2235
4, 2228
5, 2232
6, 2244
7, 2240
8, 2237
9, 2239
10, 2271
11, 2296
12, 2237
13, 2282
14, 2255
15, 2231
16, 2238
17, 2232
18, 2231
19, 2297
20, 2230
21, 2262
22, 2243
23, 2269
24, 2284
25, 2245
26, 2276
27, 2272
28, 2250
29, 2234
30, 2232
31, 2244
32, 2227
33, 2235
34, 2239
35, 2256
36, 2260
37, 2230
38, 2234
39, 2231
40, 2283
41, 2231
42, 2262
43, 2227
44, 2228
45, 2238
46, 2224
47, 2286
48, 2240
49, 2232
50, 2232
51, 2268
52, 2229
53, 2234
54, 2286
55, 2265
56, 2234
57, 2228
58, 2235
59, 2230
60, 2274
61, 2236
62, 2231
63, 2231
64, 2234
65, 2260
66, 2278
67, 2230
68, 2240
69, 2233
70, 2273
71, 2233
72, 2231
73, 2234
74, 2273
75, 2224
76, 2257
77, 2280
78, 2266
79, 2273
80, 2233
81, 2235
82, 2230
83, 2237
84, 2238
85, 2235
86, 2235
87, 2236
88, 2231
89, 2233
90, 2230
91, 2281
92, 2292
93, 2285
94, 2238
95, 2232
96, 2309
97, 2233
98, 2308
99, 2234
100, 2270
101, 2228
102, 2276
103, 2220
104, 2235
105, 2266
106, 2233
107, 2234
108, 2277
109, 2229
110, 2236
111, 2228
112, 2243
113, 2234
114, 2277
115, 2234
116, 2276
117, 2228
118, 2244
119, 2283
120, 2232
121, 2231
122, 2265
123, 2234
124, 2237
125, 2231
126, 2232
127, 2236
128, 2233
129, 2229
130, 2230
131, 2231
132, 2230
133, 2228
134, 2232
135, 2238
136, 2228
137, 2225
138, 2285
139, 2226
140, 2230
141, 2299
142, 2273
143, 2231
144, 2280
145, 2261
146, 2278
147, 2260
148, 2230
149, 2276
150, 2234
151, 2225
152, 2242
153, 2240
154, 2248
155, 2241
156, 2235
157, 2285
158, 2233
159, 2243
160, 2226
161, 2231
162, 2231
163, 2269
164, 2255
165, 2239
166, 2230
167, 2309
168, 2233
169, 2231
170, 2261
171, 2283
172, 2234
173, 2239
174, 2276
175, 2234
176, 2258
177, 2233
178, 2242
179, 2228
180, 2227
181, 2262
182, 2237
183, 2263
184, 2266
185, 2340
186, 2242
187, 2227
188, 2290
189, 2228
190, 2282
191, 2275
192, 2259
193, 2249
194, 2235
195, 2272
196, 2290
197, 2237
198, 2252
199, 2279
200, 2242
201, 2240
202, 2281
203, 2234
204, 2271
205, 2267
206, 2264
207, 2233
208, 2291
209, 2226
210, 2239
211, 2244
212, 2242
213, 2235
214, 2263
215, 2293
216, 2233
217, 2227
218, 2227
219, 2284
220, 2226
221, 2239
222, 2226
223, 2232
224, 2272
225, 2234
226, 2297
227, 2235
228, 2234
229, 2231
230, 2272
231, 2231
232, 2240
233, 2230
234, 2245
235, 2231
236, 2231
237, 2271
238, 2300
239, 2282
240, 2269
241, 2259
242, 2243
243, 2230
244, 2243
245, 2235
246, 2233
247, 2234
248, 2237
249, 2239
250, 2237
251, 2239
252, 2316
253, 2234
254, 2231
255, 2234
256, 2235
257, 2233
258, 2291
259, 2232
260, 2275
261, 2228
262, 2269
263, 2237
264, 2241
265, 2318
266, 2239
267, 2235
268, 2273
269, 2316
270, 2231
271, 2228
272, 2273
273, 2230
274, 2232
275, 2263
276, 2252
277, 2231
278, 2234
279, 2231
280, 2233
281, 2281
282, 2233
283, 2239
284, 2242
285, 2232
286, 2259
287, 2233
288, 2243
289, 2231
290, 2230
291, 2236
292, 2234
293, 2237
294, 2229
295, 2241
296, 2238
297, 2284
298, 2248
299, 2241
300, 2231
301, 2250
302, 2228
303, 2235
304, 2229
305, 2251
306, 2239
307, 2234
308, 2233
309, 2250
310, 2245
311, 2238
312, 2232
313, 2232
314, 2266
315, 2240
316, 2236
317, 2230
318, 2270
319, 2231
320, 2230
321, 2229
322, 2266
323, 2230
324, 2239
325, 2315
326, 2235
327, 2287
328, 2225
329, 2310
330, 2229
331, 2232
332, 2234
333, 2233
334, 2231
335, 2234
336, 2300
337, 2236
338, 2284
339, 2296
340, 2232
341, 2234
342, 2280
343, 2240
344, 2231
345, 2278
346, 2234
347, 2285
348, 2279
349, 2270
350, 2236
351, 2228
352, 2283
353, 2232
354, 2274
355, 2239
356, 2240
357, 2343
358, 2271
359, 2293
360, 2241
361, 2231
362, 2289
363, 2274
364, 2237
365, 2224
366, 2270
367, 2285
368, 2228
369, 2232
370, 2231
371, 2231
372, 2225
373, 2229
374, 2235
375, 2231
376, 2232
377, 2232
378, 2224
379, 2230
380, 2231
381, 2229
382, 2230
383, 2232
384, 2228
385, 2236
386, 2230
387, 2276
388, 2290
389, 2233
390, 2232
391, 2238
392, 2234
393, 2253
394, 2276
395, 2231
396, 2231
397, 2280
398, 2229
399, 2262
400, 2273
401, 2236
402, 2260
403, 2291
404, 2237
405, 2231
406, 2252
407, 2231
408, 2231
409, 2277
410, 2238
411, 2235
412, 2225
413, 2259
414, 2240
415, 2268
416, 2244
417, 2228
418, 2260
419, 2237
420, 2237
421, 2232
422, 2325
423, 2231
424, 2250
425, 2228
426, 2228
427, 2230
428, 2237
429, 2264
430, 2280
431, 2231
432, 2256
433, 2242
434, 2233
435, 2275
436, 2231
437, 2233
438, 2241
