x coord, y coord, z coord, scalar
33.3147, 21.9975, 50.9633, 0.00608874
35.0861, 25.9931, 49.5273, 0.00717056
34.4045, 25.323, 50.5861, 0.00769488
36.2832, 23.2256, 43.7379, 0.00478351
19.8581, 12.4463, 24.8067, 0.00614698
12.9997, 17.3872, 11.9776, 0.00942131
32.6033, 28.1072, 60.4803, 0.00455015
14.3996, 19.5773, 15.1821, 0.00888155
39.5752, 23.887, 44.3802, 0.00788708
45.1815, 15.9001, 34.5522, 0.005969
13.2838, 15.4343, 11.5741, 0.00754485
40.2632, 23.209, 43.3847, 0.00690958
41.5843, 25.4676, 40.735, 0.0052675
20.9913, 13.0881, 26.947, 0.00692214
21.7543, 13.7986, 26.9812, 0.00795994
15.4828, 18.8323, 19.2882, 0.00661683
34.6687, 26.1515, 59.4416, 0.00424086
34.8185, 16.5388, 30.9105, 0.00584804
23.1782, 12.1003, 28.1441, 0.0074845
40.6498, 22.1137, 39.8522, 0.00657355
43.5597, 20.5512, 34.1311, 0.00531599
13.9299, 14.9378, 11.8442, 0.00617354
39.9025, 17.3642, 30.6135, 0.00580742
42.5548, 14.7562, 28.6345, 0.00483459
22.1509, 12.1017, 23.2121, 0.00506379
37.5771, 16.1929, 30.3677, 0.00698423
10.9429, 15.136, 9.97194, 0.00444032
44.337, 19.4512, 37.6046, 0.00715308
24.0424, 24.1774, 61.2605, 0.00831095
20.2459, 15.7694, 25.1808, 0.00671661
31.9215, 21.4022, 54.4971, 0.00555088
13.8476, 17.4935, 16.5321, 0.00724466
15.045, 17.5609, 12.0722, 0.00663011
14.4908, 18.3228, 17.6107, 0.00770061
37.4169, 25.6733, 46.6414, 0.00842234
33.3772, 22.7654, 56.1503, 0.00839064
22.8932, 13.1532, 24.6608, 0.00845053
42.4166, 16.8481, 28.9644, 0.0070624
31.0115, 27.3684, 57.7344, 0.00672359
40.9378, 21.001, 36.0417, 0.00376827
13.4334, 19.9704, 14.3521, 0.00718059
35.1484, 25.3995, 56.4375, 0.00654944
38.5423, 26.6516, 45.0605, 0.00678739
44.4962, 21.4283, 38.4258, 0.00666062
34.4593, 16.4011, 30.2147, 0.00694127
27.8729, 27.849, 61.8083, 0.00772077
32.5542, 24.38, 55.6101, 0.00911996
28.408, 28.9899, 60.8967, 0.00618524
34.2097, 23.7864, 45.3024, 0.00556198
33.6338, 24.1208, 58.3347, 0.00632103
37.9626, 25.6102, 46.2651, 0.0083501
19.0432, 15.9818, 18.7978, 0.00770817
32.6972, 25.3108, 59.2631, 0.00732185
32.5955, 23.0442, 48.7961, 0.0052753
22.9401, 24.7738, 60.266, 0.00645804
45.0293, 17.1629, 33.8711, 0.0085159
25.3788, 10.8621, 28.3064, 0.00632462
28.2456, 29.5879, 61.338, 0.0045967
35.5338, 17.0397, 29.8245, 0.00636983
24.6144, 24.0197, 62.7914, 0.00605678
26.8655, 27.3551, 59.6533, 0.00820957
40.1032, 25.0682, 44.9032, 0.00729803
42.9636, 18.9875, 31.4981, 0.00789955
24.9905, 12.0351, 27.1539, 0.00864915
28.0699, 23.4238, 60.6054, 0.00626919
27.6495, 28.1738, 60.8803, 0.00802726
26.8812, 29.2339, 60.1136, 0.00452851
41.2297, 26.5672, 43.4527, 0.00549617
26.1675, 27.0324, 61.3706, 0.00884688
31.7283, 13.8425, 28.6838, 0.00637861
34.4629, 23.1363, 45.5436, 0.00559726
31.0939, 23.2898, 57.067, 0.00588526
22.1917, 14.1351, 22.0616, 0.00780388
37.7806, 27.2557, 45.1845, 0.00567229
16.9291, 20.2199, 15.5373, 0.00576117
37.4228, 17.1354, 30.4946, 0.00547063
